,name,address,pro_score,sentiment,g_rating,appearance_scores,lat,long
0,Adrienne's Pizzabar,"54 Stone St, New York, NY 10004, USA",0.276872964169381,0.8870867548276181,4.4,0.641275180595989,40.7042941,-73.88847259999999
1,Alligator Lounge,"600 Metropolitan Ave, Brooklyn, NY 11211, USA",0.016286644951140017,0.8768963121703197,4.3,0.4352450094208652,40.7139843,-73.88847259999999
2,Cafe Amore's Restaurant,"147 Chambers St, New York, NY 10007, USA",0.5863192182410422,0.849441264906803,3.3,0.4352450094208652,40.715978299999996,-73.88847259999999
3,Antika,"36-08 30th Ave, Astoria, NY 11103, USA",0.5700325732899021,0.012290998741984598,4.3,0.4352450094208652,40.76474299999999,-73.88847259999999
4,Antonio's,"318 Flatbush Ave, Brooklyn, NY 11238",0.9934853420195437,0.9730980944829235,4.4,0.7827950167967014,40.677178999999995,-73.97245699999999
5,Arcade Bakery,"220 Church St, New York, NY 10013, USA",0.27361563517915294,0.5654053286951292,4.8,0.4352450094208652,40.716910299999995,-73.88847259999999
6,Archie's Bar & Pizza,"128 Central Ave, Brooklyn, NY 11221, USA",0.6254071661237783,0.8003944086394077,4.6,0.7827950167967014,40.6997484,-73.88847259999999
7,Armando's Pizza,"1717 Broadway, Brooklyn, NY 11207, USA",0.45602605863192175,0.8779118260384218,4.2,0.4352450094208652,40.6835805,-73.88847259999999
8,Artichoke Basille's Pizza,"114 10th Ave, New York, NY 10011, USA",1.0260586319218237,0.4991088078415209,4.2,0.7827950167967014,40.7440813,-73.88847259999999
9,Astoria Pizza,"32-04 30th Ave, Long Island City, NY 11102, USA",0.45602605863192175,0.8994191236769407,4.1,0.4352450094208652,40.76635199999999,-73.88847259999999
10,B Squared,"679 9th Ave, New York, NY 10036, USA",0.260586319218241,0.7512870518507505,4.4,0.4352450094208652,40.761553,-73.88847259999999
11,Babbalucci,"331 Lenox Ave, New York, NY 10027, USA",0.016286644951140017,0.9059737089992016,4.5,0.4352450094208652,40.80891729999999,-73.88847259999999
12,Bad Boys Pizza,"2313 86th St, Brooklyn, NY 11214, USA",0.45602605863192175,0.25149004134133723,4.4,0.4352450094208652,40.60052,-73.88847259999999
13,Barboncino Pizza,"781 Franklin Ave, Brooklyn, NY 11238, USA",0.547231270358306,0.8994191236769407,4.6,0.641275180595989,40.672069799999996,-73.88847259999999
14,Bari's Pizza Pasta,"596 Bay St, Staten Island, NY 10304, USA",0.45602605863192175,0.6167639278448227,4.3,0.4352450094208652,40.6272621,-73.88847259999999
15,Beebe's,"38-28 27th St, Long Island City, NY 11101, USA",0.25081433224755695,0.8201358785157592,4.3,0.4352450094208652,40.7547897,-73.88847259999999
16,Belmora,"139 E 57th St, New York, NY 10022, USA",0.45602605863192175,0.9459710281195371,3.6,0.4352450094208652,40.76081789999999,-73.88847259999999
17,Bergen Pizza,"67 6th Ave, Brooklyn, NY 11217, USA",0.45602605863192175,0.8284156440598206,4.4,0.4352450094208652,40.6805905,-73.88847259999999
18,Best Italian Pizza,"412 E 149th St, The Bronx, NY 10455, USA",0.45602605863192175,0.19566542362849745,4.2,0.4352450094208652,40.8157044,-73.88847259999999
19,Best Pizza,"33 Havemeyer St, Brooklyn, NY 11211, USA",2.475570032573289,0.9983388707717051,4.4,1.0,40.7156564,-73.88847259999999
20,Bocce Union Square,"20 Union Square W, New York, NY 10003, USA",0.25732899022801287,0.3998578205576631,4.0,0.4352450094208652,40.7364501,-73.88847259999999
21,Bono Trattoria,"3658 Broadway, New York, NY 10031, USA",0.016286644951140017,0.9714669004009873,4.6,0.4352450094208652,40.830224,-73.88847259999999
22,Bravo Pizza,"6 E 42nd St, New York, NY 10017, USA",0.45602605863192175,0.8160973990897586,3.9,0.4352450094208652,40.753119299999994,-73.88847259999999
23,Broadway Pizza & Pasta,"192, 5618, W 231st St, The Bronx, NY 10463",0.45602605863192175,0.84036376382514,3.9,0.4352450094208652,40.878822,-73.904523
24,Brooklyn Pizza Crew,"758 Nostrand Ave, Brooklyn, NY 11216, USA",0.3745928338762214,0.056920987641042656,4.3,0.4352450094208652,40.672800200000005,-73.88847259999999
25,Brooklyn Pizza Market,"267 A Smith St, Brooklyn, NY 11231, USA",0.016286644951140017,0.8125545224875897,4.0,0.4352450094208652,40.6826629,-73.88847259999999
26,Brother's Pizza,"27 E Kingsbridge Rd, The Bronx, NY 10468, USA",0.45602605863192175,0.41405505376683155,3.8,0.4352450094208652,40.867314,-73.88847259999999
27,Brother's Pizzeria,"750 Port Richmond Ave, Staten Island, NY 10302, USA",0.6254071661237783,0.056920987641042656,4.5,0.4352450094208652,40.62554790000001,-73.88847259999999
28,Brunetti,"626 Hudson St, New York, NY 10014, USA",0.260586319218241,0.682673991324121,4.4,0.4352450094208652,40.738268,-73.88847259999999
29,Bruno Pizza,"204 E 13th St, New York, NY 10003, USA",0.25081433224755695,0.8725048010973935,4.5,0.4352450094208652,40.7323033,-73.88847259999999
30,Cafe al Mercato,"2344 Arthur Ave, The Bronx, NY 10458, USA",0.04885993485342016,0.41405505376683155,4.5,0.4352450094208652,40.854316499999996,-73.88847259999999
31,Cafe Viva Gourmet Pizza,"2578 Broadway, New York, NY 10025, USA",0.09771986970684038,0.8085409899021114,4.3,0.4352450094208652,40.79533,-73.88847259999999
32,Camillo,"1146 Nostrand Ave, Brooklyn, NY 11225, USA",0.260586319218241,0.7455024816526878,4.5,0.4352450094208652,40.659591999999996,-73.88847259999999
33,Campania,"9824 4th Ave, Brooklyn, NY 11209, USA",0.09771986970684038,0.4817677237248465,4.7,0.4352450094208652,40.6135719,-73.88847259999999
34,Caruso's,"150 Smith St, Brooklyn, NY 11201, USA",0.45602605863192175,0.9378085020904257,3.6,0.4352450094208652,40.6866275,-73.88847259999999
35,Celeste,"502 Amsterdam Ave, New York, NY 10024, USA",0.25081433224755695,0.9011409389020357,4.4,0.4352450094208652,40.786719,-73.88847259999999
36,Champion Pizza,"187 Bedford Ave, Brooklyn, NY 11211, USA",0.45602605863192175,0.7512870518507505,4.3,0.4352450094208652,40.7176469,-73.88847259999999
37,Cheesy Pizza,"5023 2640, Broadway, New York, 10025, United States",0.45602605863192175,0.6070474472135611,3.9,0.4352450094208652,40.797213,-73.88847259999999
38,Ciccio’s Pizza,"207 Avenue U, Brooklyn, NY 11223, USA",0.260586319218241,0.7207295355562153,4.4,0.4352450094208652,40.5968554,-73.88847259999999
39,Circa Brewing Co.,"141 Lawrence St, Brooklyn, NY 11201, USA",0.016286644951140017,0.9190036874851816,4.4,0.4352450094208652,40.69166,-73.88847259999999
40,Como Pizza,"4035 Broadway, New York, NY 10032, USA",0.45602605863192175,0.6530458206957587,4.5,0.4352450094208652,40.8422945,-73.88847259999999
41,Corner Slice,"600 11th Ave, New York, NY 10036, USA",0.521172638436482,0.9427713793782175,4.4,0.641275180595989,40.7623377,-73.88847259999999
42,Dani's House of Pizza,"81-28 Lefferts Blvd, Kew Gardens, NY 11415, USA",0.5863192182410422,0.987861086040038,4.4,0.7827950167967014,40.708981,-73.88847259999999
43,Daro's Pizza & Chicken,"68-14 Roosevelt Ave, Woodside, NY 11377, USA",0.45602605863192175,0.9307489358093428,4.1,0.4352450094208652,40.74609799999999,-73.88847259999999
44,Delizia 73,"1374 1st Avenue, New York, NY 10021, USA",0.45602605863192175,0.46861093884074584,4.5,0.4352450094208652,40.76857009999999,-73.88847259999999
45,Dellarocco's,"214 Hicks St, Brooklyn Heights, NY 11201, USA",0.016286644951140017,0.6615618820885759,4.5,0.4352450094208652,40.69500909999999,-73.88847259999999
46,Delmar Pizzeria,"1668 Sheepshead Bay Rd, Brooklyn, NY 11235, USA",0.260586319218241,0.9509626358150247,4.4,0.4352450094208652,40.58617099999999,-73.88847259999999
47,Denino's Pizzeria,"524 Port Richmond Ave, Staten Island, NY 10302, USA",1.885993485342019,0.9942860792307372,4.6,0.9488788467236094,40.6301587,-73.88847259999999
48,Di Fara Pizza,"1424 Avenue J, Brooklyn, NY 11230, USA",3.224755700325732,0.9996307010562333,4.3,0.7827950167967009,40.625015600000005,-73.88847259999999
49,Don Antonio,"309 W 50th St, New York, NY 10019, USA",0.543973941368078,0.9362169983726294,4.4,0.641275180595989,40.7627178,-73.88847259999999
50,Dona Bella Pizza,"154 Church St, New York, NY 10007, USA",0.45602605863192175,0.9509626358150247,3.9,0.4352450094208652,40.7151451,-73.88847259999999
51,Double Zero,"65 2nd Ave, New York, NY 10003, USA",0.09771986970684038,0.7207295355562153,4.4,0.4352450094208652,40.72610830000001,-73.88847259999999
52,La Pizza & La Pasta at Eataly NYC Downtown,"101 Liberty St 3rd floor, New York, NY 10281, USA",0.23127035830618886,0.26726005035461103,4.4,0.4352450094208652,40.710503100000004,-73.88847259999999
53,Emily - Brooklyn,"919 Fulton St, Brooklyn, NY 11238, USA",3.3387622149837126,0.9959427110495225,4.5,0.882222139159497,40.683569399999996,-73.88847259999999
54,Emmett's,"50 Macdougal St, New York, NY 10012, USA",0.016286644951140017,0.84036376382514,4.6,0.4352450094208652,40.72732459999999,-73.88847259999999
55,Emmy Squared - Brooklyn,"364 Grand St, Brooklyn, NY 11211, USA",2.86644951140065,0.9961268947584108,4.5,0.9873894038945904,40.71216939999999,-73.88847259999999
56,Espresso Pizzeria,"9403 5th Ave, Brooklyn, NY 11209, USA",0.45602605863192175,0.9703804510324721,4.8,0.4352450094208652,40.6163105,-73.88847259999999
57,Family Pizza,"720 Flatbush Ave, Brooklyn, NY 11225, USA",0.45602605863192175,0.849441264906803,4.5,0.4352450094208652,40.6558571,-73.88847259999999
58,Famous Amadeus,"840 8th Ave, New York, NY 10019, USA",0.45602605863192175,0.6444653630060316,4.2,0.4352450094208652,40.7624222,-73.88847259999999
59,Forcella,"485 Lorimer St, Brooklyn, NY 11211, USA",0.260586319218241,0.7207295355562153,4.2,0.4352450094208652,40.7114916,-73.88847259999999
60,Fornino At Pier 6,"Brooklyn Bridge Park Pier 6, Bridge Park Drive, Brooklyn, NY 11201, USA",0.032573289902280034,0.9307489358093428,4.3,0.641275180595989,40.692916,-73.88847259999999
61,Fortina,"445 Albee Square W, Brooklyn, NY 11201, USA",0.260586319218241,0.4944753038343491,4.1,0.4352450094208652,40.6908464,-73.88847259999999
62,Franklin Pizza,"109 Franklin St, Brooklyn, NY 11222, USA",0.45602605863192175,0.8045406954225135,3.9,0.4352450094208652,40.7296422,-73.88847259999999
63,Fausto,"348 Flatbush Ave, Brooklyn, NY 11238, USA",0.11400651465798045,0.7775319040998784,4.6,0.4352450094208652,40.675999100000006,-73.88847259999999
64,Front Street Pizza,"80 Front St, Brooklyn, NY 11201, USA",0.45602605863192175,0.84036376382514,4.3,0.4352450094208652,40.7023963,-73.88847259999999
65,Full Moon,"600 E 187th St, The Bronx, NY 10458, USA",0.04885993485342016,0.8085409899021114,4.5,0.4352450094208652,40.8553443,-73.88847259999999
66,Georgio's Pizzeria,"20 Beaver St, New York, NY 10004, USA",0.45602605863192175,0.2968712034836457,4.1,0.4352450094208652,40.704931099999996,-73.88847259999999
67,Gianni's Pizzeria,"81-13 Northern Blvd, Jackson Heights, NY 11372, USA",0.45602605863192175,0.7899332511793606,4.0,0.4352450094208652,40.755737700000005,-73.88847259999999
68,Giardini Pizza,"363 Smith St, Brooklyn, NY 11231, USA",0.45602605863192175,0.885212628501082,4.1,0.4352450094208652,40.679541,-73.88847259999999
69,Gino's Pizza,"8635 Broadway, Queens, NY 11373, USA",0.45602605863192175,0.08073052412648166,4.4,0.4352450094208652,40.73753,-73.88847259999999
70,Giovanni,"4559 47th St, Woodside, NY 11377, USA",0.45602605863192175,0.7512870518507505,3.6,0.4352450094208652,40.7411596,-73.88847259999999
71,Giuseppina's Brick Oven Pizza,"691 6th Ave, Brooklyn, NY 11215, USA",0.8501628664495113,0.9842021191397949,4.6,0.7827950167967014,40.660387799999995,-73.88847259999999
72,Gloria Pizza,"108-22 Queens Blvd, Forest Hills, NY 11375, USA",0.45602605863192175,0.8978713664425363,4.1,0.4352450094208652,40.7206232,-73.88847259999999
73,Golden Pizza,"504 E 138th St, The Bronx, NY 10454, USA",0.45602605863192175,0.9326867720888113,4.4,0.4352450094208652,40.807466,-73.88847259999999
74,Gran Torino,"131 Berry St, Brooklyn, NY 11249, USA",0.016286644951140017,0.41405505376683155,4.4,0.4352450094208652,40.7183171,-73.88847259999999
75,Grimaldi's Pizzeria,"1 Front St, Brooklyn, NY 11201, USA",0.032573289902280034,0.977274995078835,4.1,0.7827950167967014,40.702604,-73.88847259999999
76,Gruppo Thin Crust Pizza,"98 Avenue B, New York, NY 10009, USA",0.016286644951140017,0.6853979935435265,4.5,0.4352450094208652,40.7247484,-73.88847259999999
77,Highline Pizzeria,"503 W 28th St, New York, NY 10001, USA",0.45602605863192175,0.46861093884074584,4.2,0.4352450094208652,40.751094099999996,-73.88847259999999
78,Houdini Kitchen Laboratory,"1563 Decatur St, Ridgewood, NY 11385, USA",0.6156351791530942,0.9557925722764123,4.4,0.641275180595989,40.694155,-73.88847259999999
79,The House of Pizza & Calzone,"132 Union St, Brooklyn, NY 11231, USA",0.5211726384364819,0.0,4.6,0.4352450094208652,40.6840465,-73.88847259999999
80,Industry Kitchen,"70 South St, New York, NY 10038, USA",0.016286644951140017,0.8677919051766445,4.2,0.4352450094208652,40.7049081,-73.88847259999999
81,Italy Pizza,"800 Manhattan Ave, Brooklyn, NY 11222, USA",0.45602605863192175,0.41405505376683155,4.6,0.4352450094208652,40.7278149,-73.88847259999999
82,Ivana's Pizzeria,"2373 Arthur Ave, The Bronx, NY 10458, USA",0.45602605863192175,0.6776750037148436,4.5,0.4352450094208652,40.8550664,-73.88847259999999
83,J & V Pizzeria,"6322 18th Ave, Brooklyn, NY 11204",0.260586319218241,0.6167639278448227,4.1,0.4352450094208652,40.619832,-73.989469
84,Joe & Pat's,"1758 Victory Blvd, Staten Island, NY 10314",2.856677524429967,0.9955744117456238,4.3,0.9873894038945904,40.613109,-74.122162
85,Joe's Pizza,"7 Carmine St, New York, NY 10014, USA",3.1986970684039084,0.9970481539282194,4.5,0.9488788467236094,40.7305876,-73.88847259999999
86,John's of Bleecker St.,"278 Bleecker St, New York, NY 10014, USA",0.521172638436482,0.9268813194252618,4.6,0.641275180595989,40.731618700000006,-73.88847259999999
87,Juliana's,"19 Old Fulton St, Brooklyn, NY 11201, USA",1.1400651465798042,0.9362169983726294,4.6,0.9488788467236094,40.7026938,-73.88847259999999
88,Kesté Pizza & Vino,"271 Bleecker St, New York, NY 10014, USA",1.8534201954397387,0.9887772425472084,4.5,0.9873894038945904,40.731534499999995,-73.88847259999999
89,King's Pizza,"1688 East 16th Street, Brooklyn, NY 11229, USA",0.45602605863192175,0.6354142731854951,4.0,0.4352450094208652,40.608508,-73.88847259999999
90,Kingsbridge Social Club,"3625 Kingsbridge Ave, The Bronx, NY 10463, USA",0.04885993485342016,0.46861093884074584,4.7,0.4352450094208652,40.884567,-73.88847259999999
91,Kiss My Slice,"274 W 40th St, New York, NY 10018, USA",0.45602605863192175,0.6167639278448227,4.4,0.4352450094208652,40.755705999999996,-73.88847259999999
92,Korner Pizza,"226 Church Ave # 1, Brooklyn, NY 11218, USA",0.45602605863192175,0.9531072603847358,4.2,0.4352450094208652,40.6433681,-73.88847259999999
93,L&B Spumoni Gardens,"2725 86th St, Brooklyn, NY 11223",4.149837133550487,0.9981544144925435,4.6,0.7827950167967009,40.594503,-73.981537
94,L'Amico,"849 6th Ave, New York, NY 10001, USA",0.16286644951140056,0.7395966394655525,4.2,0.4352450094208652,40.747158500000005,-73.88847259999999
95,Layla Jones,"214 Court St, Brooklyn, NY 11201, USA",0.5048859934853418,0.8602532147367029,4.2,0.4352450094208652,40.6866639,-73.88847259999999
96,Lee's Tavern,"60 Hancock St, Staten Island, NY 10305, USA",1.335504885993485,0.9843848525442935,4.6,0.7827950167967014,40.5887494,-73.88847259999999
97,Levante,"26-21 Jackson Ave, Long Island City, NY 11101, USA",0.016286644951140017,0.8272759214389849,4.5,0.4352450094208652,40.747557,-73.88847259999999
98,Lido Harlem Restaurant,"2168 Frederick Douglass Blvd, New York, NY 10026, USA",0.25732899022801287,0.35735738079906687,4.4,0.4352450094208652,40.8048926,-73.88847259999999
99,Lil' Frankie's,"19 1st Avenue, New York, NY 10003, USA",0.5537459283387621,0.8629286148124548,4.3,0.641275180595989,40.7235162,-73.88847259999999
100,Lillian Pizzeria,"9601 69th Ave, Forest Hills, NY 11375, USA",0.13029315960912052,0.5867560524242568,4.4,0.4352450094208652,40.71696719999999,-73.88847259999999
101,L'industrie pizzeria,"254 S 2nd St, Brooklyn, NY 11211, USA",0.5016286644951138,0.9800054898872361,4.7,0.641275180595989,40.71156269999999,-73.88847259999999
102,Lions & Tigers & Squares Detroit Pizza,"268 W 23rd St, New York, NY 10011, USA",0.276872964169381,0.3266617061539126,4.5,0.641275180595989,40.74505739999999,-73.88847259999999
103,Little Italy Pizza,"2841, 11 Park Pl, New York, NY 10007, United States",0.45602605863192175,0.8944382652742096,4.3,0.4352450094208652,40.713044000000004,-73.88847259999999
104,Little luzzo's Ciro Adamo,"119 E 96th St, New York, NY 10128, USA",0.260586319218241,0.9335684952031751,4.3,0.4352450094208652,40.786293,-73.88847259999999
105,Lombardi's,"32 Spring St, New York, NY 10012, USA",1.0032573289902278,0.9727354492340525,4.1,0.7827950167967014,40.72157,-73.88847259999999
106,Loring Place,"21 W 8th St, New York, NY 10011, USA",0.32573289902280117,0.6530458206957587,4.6,0.4352450094208652,40.7329277,-73.88847259999999
107,Louie & Ernie's Pizza,"1300 Crosby Ave, The Bronx, NY 10461, USA",1.1563517915309443,0.9915291103449072,4.7,0.8822221391594968,40.8382652,-73.88847259999999
108,Louie's,"8134 Baxter Ave # 1, Elmhurst, NY 11373, USA",0.9185667752442994,0.9935503884879374,4.7,0.641275180595989,40.7459936,-73.88847259999999
109,Lucali,"575 Henry St, Brooklyn, NY 11231, USA",3.1140065146579796,0.9977855700984825,4.5,0.882222139159497,40.68180529999999,-73.88847259999999
110,Luigi's Gourmet Pizza,"936 8th Ave, New York, NY 10019, USA",0.45602605863192175,0.5543660009727208,4.1,0.4352450094208652,40.7655549,-73.88847259999999
111,Luigi's Pizza,"686 5th Ave, Brooklyn, NY 11215, USA",0.7166123778501627,0.9741865709978511,4.6,0.641275180595989,40.6616168,-73.88847259999999
112,Luigi's,"1701 1st Avenue, New York, NY 10128, USA",0.45602605863192175,0.7459580749268995,4.1,0.4352450094208652,40.77844,-73.88847259999999
113,Lunetta,"245 3rd Ave, New York, NY 10010, USA",0.45602605863192175,0.8599191790629543,4.1,0.4352450094208652,40.736959399999996,-73.88847259999999
114,Luzzo's La Pizza Napoletana,"213 1st Avenue, New York, NY 10003, USA",0.34201954397394124,0.9820110818961291,4.3,0.4352450094208652,40.7305745,-73.88847259999999
115,Mama's TOO!,"2750 Broadway, New York, NY 10025, USA",1.58957654723127,0.9842021191397949,4.4,0.9488788467236094,40.8008324,-73.88847259999999
116,Mani In Pasta,"245 E 14th St, New York, NY 10003, USA",0.260586319218241,0.19566542362849745,4.5,0.4352450094208652,40.73266539999999,-73.88847259999999
117,Marabella,"4107 Greenpoint Ave, Sunnyside, NY 11104, USA",0.45602605863192175,0.8306982286895241,4.3,0.4352450094208652,40.740189,-73.88847259999999
118,La Pizza & La Pasta at Eataly NYC Downtown,"101 Liberty St 3rd floor, New York, NY 10281, USA",0.016286644951140017,0.796103752866825,4.4,0.4352450094208652,40.710503100000004,-73.88847259999999
119,Marinara Pizza Midtown East,"985 1st Avenue, New York, NY 10022, USA",0.016286644951140017,0.8434922783214954,4.6,0.4352450094208652,40.756543900000004,-73.88847259999999
