,name,address,pro_review_score,sentiment,g_rating,appearance_scores,laty,longy,QuORP,yelp_sentiment,yelp_popularity,overall_score
113,Lunetta,"245 3rd Ave, New York, NY 10010, USA",0.46875,0.8599191790629543,4.1,0.4352450094208652,40.7370029,-73.9841508,1.9590674150637903,1.318544185197612,0.07310870947234584,14.953356672315149
114,Luzzo's La Pizza Napoletana,"213 1st Avenue, New York, NY 10003, USA",0.28409090909090906,0.9820110818961292,4.3,0.4352450094208652,40.7305966,-73.9834463,2.2234796533890724,1.847368661848176,0.06132182602770837,15.85573729189198
115,Mama's TOO!,"2750 Broadway, New York, NY 10025, USA",1.7698863636363638,0.9842021191397948,4.4,0.9488788467236094,40.8008185,-73.9676358,1.718208998118417,0.8368273513068649,0.02724652868745088,20.603558931002244
116,Mani In Pasta,"245 E 14th St, New York, NY 10003, USA",0.35511363636363635,0.19566542362849745,4.5,0.4352450094208652,40.73266539999999,-73.9851719,2.180201729796188,1.7608128146624074,0.05126135216952573,13.72811434475762
117,Marabella,"4107 Greenpoint Ave, Sunnyside, NY 11104, USA",0.46875,0.8306982286895241,4.3,0.4352450094208652,40.74027529999999,-73.9238457,2.024533426827784,1.4494762087255977,0.0958684316085038,15.363104028777313
118,La Pizza & La Pasta at Eataly NYC Downtown,"101 Liberty St 3rd floor, New York, NY 10281, USA",0.0,0.796103752866825,4.4,0.4352450094208652,40.710064700000004,-74.01197579999999,2.560217289228505,2.5208439335270407,0.1374485596707819,15.95270450389857
119,Marinara Pizza Midtown East,"985 1st Avenue, New York, NY 10022, USA",0.0,0.8434922783214954,4.6,0.4352450094208652,40.756543900000004,-73.96442940000001,2.8947759496853687,3.1899612544407683,0.3164371520656314,18.002791169046155
120,Mama Rosa,"77-09 37th Ave, Jackson Heights, NY 11372, USA",0.46875,0.8342936124641978,4.4,0.4352450094208652,40.74951739999999,-73.88855029999998,3.191766690426109,3.78394273592225,0.04183006535947712,19.397091503948392
121,Mario's,"2342 Arthur Ave, The Bronx, NY 10458, USA",0.17045454545454547,0.8811327918133892,4.4,0.4352450094208652,40.8541619,-73.888448,3.0407083837168445,3.48182612250372,0.07673449374846776,18.218731890044147
122,Marta,"29 E 29th St, New York, NY 10016, USA",1.6875,0.8462980486707496,4.4,0.8822221391594968,40.7425974,-73.98039809999999,2.8768228468321,3.1540550487342296,0.27556166895919304,24.47615468974269
123,Arlo NoMad,"11 E 31st St, New York, NY 10016, USA",0.35511363636363635,0.05692098764104265,4.4,0.4352450094208652,40.7463229,-73.98491329999997,2.516008019905878,2.432425394881787,0.04951345163136806,14.3819593505647
124,Milkflower,"34-12 31st Ave, Astoria, NY 11106, USA",1.2329545454545454,0.8831711395800969,4.6,0.7827950167967014,40.7628016,-73.92079249999998,2.099670129579549,1.599749614229128,0.14136125654450266,19.902793361755187
125,Mona Lisa Pizzeria,"839 Annadale Rd, Staten Island, NY 10312, USA",0.21306818181818185,0.9371009446210526,4.5,0.4352450094208652,40.541339799999996,-74.17686409999997,2.5034486275988845,2.4073066102677996,0.05775627456909585,16.677133453607073
126,Monte's,"451 Carroll St, Brooklyn, NY 11215, USA",0.12784090909090912,0.8725048010973935,4.4,0.4352450094208652,40.6775859,-73.98720390000003,2.5241530540624733,2.448715463194977,0.02590673575129533,16.104580081023432
127,Motorino Pizzeria,"139 Broadway, Brooklyn, NY 11211, USA",2.823863636363636,0.9834714116630106,4.4,1.0,40.7105502,-73.96334999999998,3.0075755139555214,3.4155603829810732,0.04628369180506398,28.537677534641986
128,Mr. Phil's Pizza,"7212 New Utrecht Ave, Brooklyn, NY 11228, USA",0.46875,0.9113443959100268,3.8,0.4352450094208652,40.6178324,-73.9996457,2.8867940626888835,3.1739974804477984,0.09057851239669422,18.10708499831724
129,My Little Pizzeria,"114 Court St, Brooklyn, NY 11201, USA",0.46875,0.7806591234629022,4.4,0.4352450094208652,40.6902516,-73.99233149999998,2.875176376289984,3.1507621076499985,0.15916666666666668,18.48013174138964
130,My Pie Pizzeria Romana,"690 Lexington Ave, New York, NY 10022, USA",0.35511363636363635,0.944548069744937,4.6,0.4352450094208652,40.7606993,-73.96954769999998,2.503890184402013,2.408189723874057,0.03773584905660377,17.16709536488856
131,Napoli's Best Pizza,"521 E Tremont Ave, The Bronx, NY 10457, USA",0.46875,0.925828377667364,4.4,0.4352450094208652,40.846863299999995,-73.8962876,2.749710515468992,2.8998303860080137,0.12372665534804755,18.37018895717369
132,New Park Pizza,"156-71 Cross Bay Blvd, Howard Beach, NY 11414, USA",0.7102272727272727,0.5654053286951292,4.5,0.641275180595989,40.6627285,-73.84041309999998,2.8305847176369943,3.0615787903440195,0.310126582278481,19.779731801518608
133,Nick's Pizza,"108-26 Ascan Ave, Forest Hills, NY 11375, USA",1.2642045454545454,0.9860304711141192,4.4,0.8822221391594968,40.71797,-73.84048,3.0618531684135317,3.524115691897093,0.9250909090909092,26.221659439366594
134,Not Ray's Pizza,"694 Fulton St, Brooklyn, NY 11217, USA",0.46875,0.16987677765818382,4.3,0.4352450094208652,40.68598220000001,-73.9740813,2.9664868396798414,3.333383034429713,0.027076177005455646,16.471099856856345
135,Numero 28 Pizzeria,"28 Carmine St, New York, NY 10014, USA",0.25568181818181823,0.05692098764104265,4.4,0.4352450094208652,40.730073499999996,-74.0027807,2.559814114313697,2.520037583697426,0.16046599022923713,14.569842842240215
136,Nunzio's,"2155 Hylan Blvd, Staten Island, NY 10306, USA",0.5681818181818181,0.9513198495979877,4.3,0.641275180595989,40.5779615,-74.102684,2.6242571484413766,2.648923651952784,0.1169903996427774,19.009783960499046
137,NY Pizza Suprema,"413 8th Ave, New York, NY 10001, USA",1.036931818181818,0.9353336081701388,4.6,0.7827950167967014,40.750205,-73.99532099999998,2.6780820499032334,2.7565734548764977,0.582995951417004,22.820558391457528
138,Olga's Pizza,"3409 Broadway, New York, NY 10031, USA",0.46875,0.796103752866825,4.4,0.4352450094208652,40.8224179,-73.9537228,2.358929388838808,2.1182681327476467,0.0520016508460586,16.398106126060462
139,Olio e Piú,"3 Greenwich Ave, New York, NY 10014, USA",0.03125,0.028618564323761524,4.5,0.4352450094208652,40.7338794,-73.99994079999998,2.937074553927593,3.2745584629252185,0.5310431768042861,16.343783216116705
140,Ops,"346 Himrod St, Brooklyn, NY 11237, USA",1.8039772727272725,0.9895105754537158,4.6,0.8822221391594968,40.7026349,-73.91717750000002,2.48442973390437,2.369268822878772,0.09502168973352614,23.54022825534935
141,Original Pizza,"6823 4th Ave, Brooklyn, NY 11220, USA",0.46875,0.7567947004909903,4.2,0.4352450094208652,40.634620500000004,-74.0232072,2.4044925940405686,2.209394543151165,0.0685383980181668,16.289260428655446
142,Osteria Laguna,"209 E 42nd St, New York, NY 10017, USA",0.20454545454545453,0.9557925722764125,4.3,0.4352450094208652,40.750644,-73.973551,2.4248845065180635,2.250178368106158,0.03660845781611614,16.169222280713154
143,Otto Enoteca Pizzeria,"One 5th Ave, New York, NY 10003, USA",0.15625,0.9335684952031752,4.1,0.4352450094208652,40.7319594,-73.9962275,2.3393784790439955,2.079166313158022,0.18168389955686853,15.893618914920097
144,Ovest Pizzoteca,"513 W 27th St, New York, NY 10001, USA",0.0,0.8889635244912716,4.4,0.4352450094208652,40.7507787,-74.00300539999998,3.1108983698154224,3.6222060947008763,0.13326551373346898,18.146118463014183
145,P&M Classic Pizza and Restaurant,"1747 Amsterdam Ave, New York, NY 10031",0.46875,0.42805975781307976,4.5,0.4352450094208652,40.8261984,-73.9466592,2.4496733169321336,2.2997559889342982,0.18058199619254828,16.097318925265338
146,Parkside Group,"132 Nassau St # 400, New York, NY 10038, USA",0.0,0.8768963121703197,5.0,0.4352450094208652,40.7110196,-74.0065631,2.511868041777461,2.424145438624953,0.1796116504854369,16.75234908817437
147,Pasquale Jones,"187 Mulberry St, New York, NY 10012, USA",2.278409090909091,0.9818286423842292,4.4,0.8822221391594968,40.721078399999996,-73.9967554,2.8645983230791705,3.129606001228372,0.2627345844504021,26.57420665694877
148,Patricia's,"1082 Morris Park Ave, The Bronx, NY 10461",0.17045454545454547,0.8915270191401974,4.4,0.4352450094208652,40.84912979999999,-73.85328630000002,3.2935442133618897,3.9874977817938095,0.2665036674816626,19.704147496981808
149,Patsy's Pizzeria,"2287 1st Avenue, New York, NY 10035, USA",3.8125,0.9851160123454809,4.5,0.9488788467236094,40.7971469,-73.934857,2.756457649835704,2.913324654741438,0.21422924901185766,31.028959961693946
150,Patsy’s Pizzeria,"450 Dean St, Brooklyn, NY 11217, USA",0.0,0.18217059292676946,4.5,0.4352450094208652,40.6818322,-73.97623709999998,3.0831357380451565,3.5666808311603453,0.15700934579439252,16.09980195330752
151,Paulie Gee's,"60 Greenpoint Ave, Brooklyn, NY 11222",4.795454545454545,1.0,4.6,0.6412751805959885,40.7294956,-73.95856440000001,2.5456518255612446,2.49171300619252,0.24749163879598665,32.254027680902425
152,Paulie Gee's Slice Shop,"110 Franklin St, Brooklyn, NY 11222, USA",0.7102272727272727,0.8494412649068029,4.5,0.7827950167967014,40.72836420000001,-73.95717499999998,2.612897642807062,2.626204640684155,0.015536374845869297,19.55224357075388
153,Pier 76,"2511, 76 Bay St, Staten Island, NY 10301, United States",0.21306818181818185,0.6776750037148436,4.4,0.4352450094208652,40.6400984,-74.07588559999998,3.3332439631533823,4.0668972813767965,0.2437223042836041,19.261037394472712
154,Pipitone's,"100 Dekalb Ave, Brooklyn, NY 11201, USA",0.46875,0.5428566153483101,3.9,0.4352450094208652,40.6897499,-73.9788853,2.9600090762129123,3.3204275074958547,0.20700525394045527,17.707154428597473
155,Pizza Beach,"167 Orchard St, New York, NY 10002, USA",0.3636363636363637,0.9783665835545802,4.2,0.641275180595989,40.721338,-73.98871899999997,2.750564083791039,2.9015375226521085,0.17701342281879195,18.99943114198432
156,Pizza Bella,"8130 Broadway, Flushing, NY 11373, USA",0.46875,0.2968712034836457,4.4,0.4352450094208652,40.7428533,-73.88321429999998,1.8307294563835559,1.0618682678371432,0.0103959301039593,12.926891552091243
157,Pizza Chef,"1512 Fulton St, Brooklyn, NY 11213, USA",0.46875,0.8602532147367029,3.0,0.4352450094208652,40.6797391,-73.94042540000002,2.898611928521348,3.1976332121127258,0.22340425531914893,17.593651213978262
158,Pizza Cotta Bene,"1814, 291 3rd Ave, Brooklyn, NY 11215, United States",0.6676136363636364,0.7001455267556945,4.4,0.4352450094208652,40.676873,-73.986193,2.68551669042611,2.7714427359222507,0.02357100766057749,17.764585982817096
159,Pizza D'Oro,"3115 Victory Blvd #1, Staten Island, NY 10314, USA",0.46875,0.7001455267556945,4.4,0.4352450094208652,40.60731129999999,-74.1630108,2.242606242664916,1.885621840399862,0.014421007318123116,15.590358505534642
160,Pizza Moto,"338 Hamilton Ave, Brooklyn, NY 11231, USA",0.0,0.6202494714531179,4.7,0.641275180595989,40.67463679999999,-74.00074760000003,2.660516690426109,2.72144273592225,0.03389830508474576,16.589659484791458
161,Pizza Town,"85 5th Ave, Brooklyn, NY 11217, USA",0.46875,0.8701462259681184,4.4,0.4352450094208652,40.680013,-73.9778426,3.12745883918644,3.6553270334429113,0.06125031637560111,19.337832618169685
162,Pizza Wagon,"8610 5th Ave, Brooklyn, NY 11209, USA",1.0227272727272727,0.8699779191550511,4.4,0.641275180595989,40.6213163,-74.0265837,2.5253091937728303,2.4510277426156906,0.14874551971326164,19.978342051678137
163,pizzArte,"69 W 55th St, New York, NY 10019, USA",0.21875,0.7455024816526878,4.4,0.4352450094208652,40.76292670000001,-73.97744229999998,2.7341664449269274,2.8687422449238857,0.14410377358490567,17.085938376943012
164,Pizzeria Giove,"278 New Dorp Ln, Staten Island, NY 10306, USA",0.21306818181818185,0.6615618820885759,4.5,0.4352450094208652,40.57212930000001,-74.113109,2.4452192400011805,2.2908478350723924,0.09949267192784668,15.77192260149393
165,Pizzeria Sirenetta,"568 Amsterdam Ave, New York, NY 10024, USA",0.35511363636363635,0.9644194560404338,4.6,0.641275180595989,40.788791700000004,-73.9745318,2.404769563989328,2.209948483048687,0.06908874329958309,17.797966719760087
166,PN Wood Fired Pizza,"2 W 28th St, New York, NY 10001, USA",0.2982954545454546,0.9190036874851816,4.2,0.641275180595989,40.744750399999994,-73.9877156,2.4672393795017395,2.33488811407351,0.07062314540059347,17.31451242923626
167,Polito's Pizza,"38-12 Broadway, Astoria, NY 11103, USA",0.46875,0.8629286148124548,4.3,0.4352450094208652,40.75899329999999,-73.9194894,1.9065484364578555,1.213506227985742,0.06354009077155824,14.949862698340516
168,Posto Thin Crust Pizza,"310 2nd Ave, New York, NY 10003, USA",0.6107954545454546,0.9362169983726294,4.4,0.641275180595989,40.7348297,-73.9828007,1.8789074950238107,1.1582243451176524,0.19594594594594594,16.82045916786191
169,PQR,"1631 2nd Ave, New York, NY 10028, USA",0.35511363636363635,0.8784198768510756,4.4,0.641275180595989,40.777153399999996,-73.952629,2.2858854219895317,1.9721801990490933,0.1311411992263056,17.110030852972894
170,Pranzo Pizza & Pasta,"34 Water St, New York, NY 10004, USA",0.46875,0.6928901907089776,4.1,0.4352450094208652,40.7033479,-74.0108472,2.621090167128618,2.642589689327268,0.05408024811009887,16.712263955393382
171,Prince Street Pizza,"27 Prince St A, New York, NY 10012, USA",3.917613636363636,0.9953902961478144,4.6,0.9488788467236094,40.723084,-73.994528,2.3660183085490867,2.1324459721682043,0.06518987341772152,29.661467900906267
172,Prova Pizzabar,"Grand Central Terminal, 89 East 42nd Street, Lower, New York, NY 10017, United States",0.19886363636363635,0.9424163088731128,3.5,0.4352450094208652,40.75272620000001,-73.97722940000001,2.674242180622188,2.7488937163144067,0.2163308589607635,16.72396709875618
173,Pugsley Pizza,"590 E 191st St, The Bronx, NY 10458, USA",0.8096590909090908,0.9767295054514059,4.6,0.641275180595989,40.8587693,-73.88483740000002,2.7628932900604792,2.9261959351909885,0.11904243743199128,20.601827355275613
174,Razza,"275 Grove St, Jersey City, NJ 07302, USA",1.0170454545454544,0.9362169983726294,4.5,0.641275180595989,40.7177776,-74.04426120000002,2.7648645165130663,2.930138388096164,0.05313005313005313,20.81161106462662
175,Ribalta,"48 E 12th St, New York, NY 10003, USA",0.2414772727272727,0.9767295054514059,4.5,0.641275180595989,40.7332675,-73.9916243,3.004159302109958,3.4087279592899464,0.13281606572341398,19.68303382777761
176,Rizzo's Fine Pizza,"30-13 Steinway St, Astoria, NY 11103, USA",0.7954545454545454,0.6928901907089776,4.2,0.641275180595989,40.763377,-73.9151096,1.6645007541711294,0.7294108634122898,0.10149615851192884,15.41068306231179
177,Roberta's,"261 Moore St, Brooklyn, NY 11206, USA",4.2102272727272725,0.9968638566728762,4.5,0.7827950167967009,40.7050886,-73.93357420000002,0.0,0.0,0.0,23.25245345538725
178,Rocco Pizza III,"2412, 330 Halsey St, Brooklyn, NY 11216, United States",0.46875,0.7567947004909903,4.0,0.4352450094208652,40.6826961,-73.94065359999998,0.0,0.0,0.0,9.417614139156427
179,Rocky's Pizzeria,"607 2nd Ave, New York, NY 10016, USA",0.46875,0.6070474472135611,4.3,0.4352450094208652,40.7443961,-73.976455,0.0,0.0,0.0,9.268372379324145
180,Rosalia's,"103-15 Queens Blvd, Forest Hills, NY 11375, USA",0.46875,3.472709553129383e-05,3.6,0.4352450094208652,40.7247586,-73.84959070000002,0.0,0.0,0.0,6.747334218970053
181,Rosario's Pizza,"173 Orchard St, New York, NY 10002, USA",0.46875,0.507052036237341,4.3,0.4352450094208652,40.7216286,-73.98864920000003,0.0,0.0,0.0,8.968386146395483
182,Rubirosa,"235 Mulberry St, New York, NY 10012, USA",2.9602272727272725,0.9918964113637132,4.6,1.0,40.7227471,-73.9962025,0.0,0.0,0.0,20.45637105227296
183,Sabrina's,"294 Broadway, Brooklyn, NY 11211, USA",0.46875,0.9452593704265176,4.2,0.4352450094208652,40.7083707,-73.95830790000002,0.0,0.0,0.0,10.183008148963014
184,Sac's Place,"2541 Broadway, Queens, NY 11106, USA",0.35511363636363635,0.3562425752167156,4.5,0.4352450094208652,40.7630598,-73.9269348,0.0,0.0,0.0,8.375048672424517
185,Sal and Carmine Pizzeria,"2671 Broadway, New York, NY 10025, USA",1.505681818181818,0.15621261500047107,4.4,0.8822221391594968,40.7983829,-73.96943900000002,0.0,0.0,0.0,12.914571856184851
186,Sal's Pizzería,"544 Lorimer St, Brooklyn, NY 11211, USA",0.46875,0.8272759214389849,4.5,0.4352450094208652,40.7132095,-73.94914140000002,0.0,0.0,0.0,10.129057802000414
187,Sal's Pizza Store,"305 Court St, Brooklyn, NY 11231, USA",0.46875,0.2968712034836457,4.4,0.4352450094208652,40.6835769,-73.99509019999998,0.0,0.0,0.0,8.437843648134399
188,Sams Famous Pizzeria,"150 E 116th St, New York, NY 10029, USA",0.6392045454545454,0.9409969183736079,4.2,0.641275180595989,40.798309,-73.941632,0.0,0.0,0.0,11.505705113868412
189,San Marco Pizzería,"577 Lorimer St, Brooklyn, NY 11211, USA",0.46875,0.6928901907089776,4.9,0.4352450094208652,40.7142586,-73.9496365,0.0,0.0,0.0,10.125900609810394
190,San Matteo Pizzeria e Cucina,"1559 2nd Ave, New York, NY 10028, USA",0.28409090909090906,0.9867624454519196,4.5,0.641275180595989,40.7746693,-73.95441989999998,0.0,0.0,0.0,10.87766078601244
191,San Remo,"1408 Cortelyou Rd, Brooklyn, NY 11226, USA",0.46875,0.7140698593704647,4.2,0.4352450094208652,40.640753499999995,-73.96485489999998,0.0,0.0,0.0,9.489439615794852
192,Santa Panza,"1079 Broadway, Brooklyn, NY 11221, USA",0.5795454545454545,0.96117831794094,4.8,0.641275180595989,40.694666399999996,-73.9307191,0.0,0.0,0.0,11.98727203984314
193,Saraghina,"435 Halsey St, Brooklyn, NY 11233, USA",1.1278409090909092,0.9608186403902466,4.5,0.7827950167967014,40.683633,-73.93536019999998,0.0,0.0,0.0,13.897158715630276
194,Sauce Pizzeria,"345 E 12th St, New York, NY 10003, USA",0.0,0.7775319040998784,4.5,0.4352450094208652,40.73043670000001,-73.98395140000002,0.0,0.0,0.0,8.573575749983096
195,Scarr's Pizza,"22 Orchard St, New York, NY 10002, USA",1.5994318181818183,0.9712857692205216,4.6,0.9488788467236094,40.7153411,-73.991428,0.0,0.0,0.0,16.107668149101457
196,Screamer's Pizzeria,"620 Manhattan Ave, Brooklyn, NY 11222, USA",0.9659090909090908,0.9509626358150248,4.6,0.7827950167967014,40.7235967,-73.95051240000002,0.0,0.0,0.0,13.481795247359154
197,Seppe Pizza Bar,"3 Navy Pier Ct, Staten Island, NY 10304, USA",0.35511363636363635,0.2968712034836457,4.7,0.4352450094208652,40.6289284,-74.07385009999999,0.0,0.0,0.0,8.396934557225308
198,Sofia Pizza Shoppe,"989 1st Avenue, New York, NY 10022, USA",0.35511363636363635,0.9344507738386358,4.6,0.641275180595989,40.7566759,-73.96435079999998,0.0,0.0,0.0,11.033793952990774
199,Sorrento's Pizzeria Restaurant,"2004 Williamsbridge Rd, The Bronx, NY 10461, USA",0.17045454545454547,0.4944753038343491,4.5,0.4352450094208652,40.8544696,-73.8543345,0.0,0.0,0.0,8.235769585550145
200,Sottocasa,"298 Atlantic Ave, Brooklyn, NY 11201, USA",1.4204545454545454,0.9545387999322452,4.5,0.7827950167967014,40.68828329999999,-73.9889985,0.0,0.0,0.0,14.75616010334718
201,Sottocasa Pizzeria,"227 Malcolm X Blvd, New York, NY 10027, USA",0.0,0.9452593704265176,4.7,0.4352450094208652,40.8055464,-73.9474615,0.0,0.0,0.0,9.276758148963014
202,Speedy Romeo,"376 Classon Ave, Brooklyn, NY 11238, USA",4.363636363636363,0.9884107120026088,4.4,0.882222139159497,40.6875268,-73.960026,0.0,0.0,0.0,23.98502978355491
203,Steinway Pizza,"31-51 Steinway St, Astoria, NY 11103, USA",0.46875,0.8339663315477077,3.7,0.4352450094208652,40.7599191,-73.91789059999998,0.0,0.0,0.0,9.349129032326584
204,Stella's 24 Hour Eatery,"315 Grove St, Jersey City, NJ 07302, USA",0.46875,0.8326580637978083,4.1,0.4352450094208652,40.719330799999994,-74.04348530000001,0.0,0.0,0.0,9.745204229076883
205,StreetSweeper Cafe & Lounge,"594 Rogers Ave, Brooklyn, NY 11225, USA",0.0,0.8725048010973935,4.6,0.4352450094208652,40.6571766,-73.9534704,0.0,0.0,0.0,8.958494440975642
206,Table 87 Gowanus,"473 3rd Ave, Brooklyn, NY 11215, USA",0.44034090909090906,0.7272811311078081,4.6,0.4352450094208652,40.670658,-73.99135199999998,0.0,0.0,0.0,9.843846158279607
207,Tavola,"488 9th Ave, New York, NY 10018, USA",0.19034090909090906,3.472709553129383e-05,4.4,0.4352450094208652,40.75541219999999,-73.9945527,0.0,0.0,0.0,6.712106946242782
208,Pizza Barn,"70 McLean Ave, Yonkers, NY 10705, USA",0.21306818181818185,0.8701462259681184,4.5,0.4352450094208652,40.9187903,-73.89371229999998,0.0,0.0,0.0,9.490623261042359
209,The Woodstock,"446 W 14th St, New York, NY 10014, USA",0.0,0.6853979935435265,4.1,0.4352450094208652,40.7415865,-74.0075955,0.0,0.0,0.0,7.89717401831404
210,Tomato N Basil,"226 4th Ave, Brooklyn, NY 11215, USA",0.46875,0.507052036237341,3.6,0.4352450094208652,40.6773609,-73.9834391,0.0,0.0,0.0,8.268386146395484
211,Tommy's Pizza,"11711 Liberty Ave, Jamaica, NY 11419, USA",0.17045454545454547,0.8018280456237586,4.2,0.4352450094208652,40.6861126,-73.8254235,0.0,0.0,0.0,8.857827810918373
212,Tom's Delicious Pizza,"3161 Broadway, New York, NY 10027, USA",0.46875,0.19566542362849745,3.9,0.4352450094208652,40.8148961,-73.9593332,0.0,0.0,0.0,7.6342263085689535
213,Tony's,"850 Nostrand Ave, Brooklyn, NY 11225, USA",0.46875,0.7727012367415607,4.2,0.4352450094208652,40.668857,-73.95078699999998,0.0,0.0,0.0,9.665333747908145
214,Tony's Brick Oven,"1140 Bay St, Staten Island, NY 10305, USA",0.21306818181818185,0.6530458206957587,4.4,0.4352450094208652,40.6151299,-74.0674186,0.0,0.0,0.0,8.739322045225281
215,Tony's Pizza Spot,"431 Dekalb Ave # A, Brooklyn, NY 11205, USA",0.46875,0.9202261537491532,4.6,0.4352450094208652,40.690468700000004,-73.96012579999999,0.0,0.0,0.0,10.50790849893092
216,Tony's,"443 Knickerbocker Ave, Brooklyn, NY 11237, USA",0.5965909090909092,0.9696566016551948,4.6,0.641275180595989,40.6992679,-73.91872529999998,0.0,0.0,0.0,11.86384325462227
217,Totonno's Pizzeria Napolitana,"1524 Neptune Ave, Brooklyn, NY 11224, USA",1.5000000000000002,0.8699779191550511,4.2,0.7827950167967014,40.57885419999999,-73.98381789999998,0.0,0.0,0.0,14.44111382465196
218,Totonno's Pizzeria Napolitana,"1524 Neptune Ave, Brooklyn, NY 11224, USA",1.3778409090909092,0.9823760287175042,4.2,0.9488788467236094,40.57885419999999,-73.98381789999998,0.0,0.0,0.0,15.076166200319678
219,Triangolo Pizzeria,"1017 Manhattan Ave, Brooklyn, NY 11222, USA",0.46875,0.20955005162529053,4.0,0.4352450094208652,40.7336,-73.95515929999998,0.0,0.0,0.0,7.775880192559332
220,TuArepa Pizza Cafe - Closed,"100-22 67th Ave, Forest Hills, NY 11375, USA",0.46875,0.5312653323785679,4.1,0.4352450094208652,40.7271987,-73.8528757,0.0,0.0,0.0,8.841026034819164
221,Tuscan Hills,"110-60 Queens Blvd, Forest Hills, NY 11375, USA",0.26988636363636365,0.3854995910843653,4.4,0.4352450094208652,40.7189518,-73.83922009999998,0.0,0.0,0.0,8.107137901845649
222,Two Boots Park Slope,"284 5th Avenue (at, 1st St, New York, 11211, United States",0.6960227272727273,0.7623292011029604,4.4,0.641275180595989,40.67421299999999,-73.98235179999998,0.0,0.0,0.0,11.34015650751102
223,Una Pizza Napoletana,"175 Orchard St, New York, NY 10002, USA",1.4943181818181817,0.9778206877672976,4.0,0.8822221391594968,40.7217441,-73.98859300000002,0.0,0.0,0.0,14.945305165394425
224,Uncle Paul's Pizza NY,"70 Vanderbilt Ave, New York, NY 10017, USA",0.46875,0.9085697859314148,4.3,0.4352450094208652,40.7548319,-73.97689919999998,0.0,0.0,0.0,10.172939395477703
225,Underground Pizza,"2615, 3 Hanover Square, New York, NY 10004, United States",0.46875,0.9349804077428159,4.3,0.4352450094208652,40.7049944,-74.0096537,0.0,0.0,0.0,10.252171260911908
226,Rosella's Pizzeria,"164 William Street #2611 between Ann St &, Beekman St, New York, 10038, United States",0.46875,0.9026924501896536,4.3,0.4352450094208652,40.7101212,-74.0056575,0.0,0.0,0.0,10.155307388252421
227,Upside Pizza,"598 8th Ave, New York, NY 10018, USA",0.5681818181818182,0.6928901907089776,4.4,0.4352450094208652,40.755125,-73.99105240000002,0.0,0.0,0.0,9.924196064355847
228,Vesuvio,"7305 3rd Ave, Brooklyn, NY 11209, USA",0.6761363636363635,0.05692098764104265,4.4,0.4352450094208652,40.6325799,-74.02709569999998,0.0,0.0,0.0,8.34015209151568
229,Vezzo Thin Crust Pizza,"178 Lexington Ave, New York, NY 10016, USA",0.21306818181818185,0.3998578205576631,4.5,0.4352450094208652,40.7445147,-73.98142469999998,0.0,0.0,0.0,8.079758044810996
230,Vezzo Thin Crust Pizza,"178 Lexington Ave, New York, NY 10016, USA",0.7528409090909091,0.05692098764104265,4.5,0.4352450094208652,40.7445147,-73.98142469999998,0.0,0.0,0.0,8.670265727879316
231,Village Pizza,"65 8th Ave, New York, NY 10014, USA",0.46875,0.37091695822677145,4.2,0.4352450094208652,40.7392653,-74.0031865,0.0,0.0,0.0,8.459980912363775
232,Vinnie's Pizzeria,"148 Bedford Ave, Brooklyn, NY 11211, USA",0.21306818181818185,0.42805975781307976,4.5,0.4352450094208652,40.7189039,-73.95689949999998,0.0,0.0,0.0,8.164363856577245
233,Violet,"511 E 5th St, New York, NY 10009, USA",0.17613636363636365,0.9268813194252618,4.5,0.4352450094208652,40.72471450000001,-73.98366870000002,0.0,0.0,0.0,9.550033086868336
234,Wheated,"905 Church Ave, Brooklyn, NY 11218, USA",0.12784090909090912,0.7567947004909903,4.6,0.4352450094208652,40.646693299999995,-73.97053709999999,0.0,0.0,0.0,8.994886866429159
235,Whit's End,"97-02 Rockaway Beach Blvd, Far Rockaway, NY 11693, USA",0.0,0.6853979935435265,4.4,0.4352450094208652,40.584948499999996,-73.81904920000002,0.0,0.0,0.0,8.19717401831404
236,Williamsburg Pizza,"265 Union Ave, Brooklyn, NY 11211, USA",2.403409090909091,0.9849331884649052,4.2,0.9873894038945904,40.7080823,-73.95090340000002,0.0,0.0,0.0,18.314584453700352
237,Williamsburg Pizza,"265 Union Ave, Brooklyn, NY 11211, USA",0.35511363636363635,0.07221780025836985,4.2,0.4352450094208652,40.7080823,-73.95090340000002,0.0,0.0,0.0,7.22297434754948
238,Xochil,"4613 5th Ave, Brooklyn, NY 11220, USA",0.46875,0.5192434959881521,4.0,0.4352450094208652,40.646968,-74.0080543,0.0,0.0,0.0,8.704960525647916
239,Zero Otto Nove,"2357 Arthur Ave, The Bronx, NY 10458, USA",0.8125,0.01014747424936697,4.4,0.641275180595989,40.854849,-73.88854789999998,0.0,0.0,0.0,9.433043145132057
